"","id","question","desired_answer","student_answer","score_me","score_other","score_avg","feature","len_ratio"
"1409",8.7,"What operations would you need to perform to find a given element on a stack?","Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.","StackPush() StackPop() StackIsEmpty()",2,4,3,0.146108547810604,0.25
"1437",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue which adds data to the queue and dequeue which deletes data from the queue",5,5,5,2.09351398821058,4
"1438",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue , which inserts a specified element at the head of the specified queue, and dequeue , which removes the specified element from the queue.",5,5,5,2.07827604690414,6
"1439",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","The two main functions are enqueue which inserts an item at the back of the queue and dequeue which removes an item from the front of the queue.",5,5,5,2.03633345853646,6.5
"1440",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","The two main functions are enqueue and dequeue.",5,5,5,1.97249709813571,2.5
"1441",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","Enqueue and Dequeue",5,5,5,3.06861417275887,1
"1442",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","Enqueue and Dequeue",5,5,5,3.06861417275887,1
"1443",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue - insert into queue dequeue - remove element",5,5,5,2.31473198127622,3
"1444",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","Remove the item added first, add items to the back.",5,5,5,1.13917895781931,3.5
"1445",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","The two main functions of a queue are enqueue and dequeue.",5,5,5,2.04885483841191,3
"1446",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue.",5,5,5,3.06861417275887,1
"1447",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1448",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","Enqueue and Dequeue",5,5,5,3.06861417275887,1
"1449",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1450",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1451",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enque ( Data ),  Deque ( )",5,5,5,4.15885400133045,1.5
"1452",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1453",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1454",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","The two functions are, Enqueue and Dequeue",5,5,5,2.15864279475083,2
"1455",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue, dequeue",5,5,5,3.06861417275887,1
"1456",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue, that adds an item to the queue dequeue, that takes the first item out of the queue",5,5,5,2.15252334950667,4.5
"1457",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","Enqueue and dequeue, which add and remove elements from the queue",5,5,5,2.3620829142663,3
"1458",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","Enqueue and Dequeue",5,5,5,3.06861417275887,1
"1459",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","dequeue and enqueue",5,5,5,3.06861417275887,1
"1460",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1461",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue and dequeue",5,5,5,3.06861417275887,1
"1462",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","enqueue dequeue",5,5,5,3.06861417275887,1
"1463",9.2,"What are the two main functions defined by a queue?","enqueue and dequeue","rear and front",2,3,2.5,0.303414482336235,1
"1464",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Make use of a front pointer and a tail pointer.  When the tail pointer reaches the end of an array it gets reset to the front of the array.  If the two pointers are equal then the queue is either full or just has one element.",5,4,4.5,1.74792265989792,1.41176470588235
"1465",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","you create an array with the max size of your queue and adjust the items to make them follow FIFO procedure.",2,4,3,1.01446074228295,0.647058823529412
"1466",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","By implementing an array and only adding items to the end of the array and only removing items from the beginning of the array.",2,4,3,1.54998525031331,0.588235294117647
"1467",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","For applications in which a fixed-sized queue does not present a problem, you can use an array to represent a queue. ",1,4,2.5,0.96803678027121,0.588235294117647
"1468",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Keep track of the front and the back of the array as you increase and decrease the elements inside the array.",4,4,4,1.44507320100255,0.588235294117647
"1469",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Declare the size of an array, and have special conditional statements (pointers) to make sure you re-use ALL of the array. Say, you have an array of 20 elements, you load up 18, then dequeue 3, when you enqueue 4 more elements, you want to loop back to index 0 and continue from there... this process saves resources.",5,4,4.5,0.962603551543834,1.82352941176471
"1470",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","you could use the first element of the list as the remove point and insert at the end f you do this you would have to shift the elements down each time you remove an item unless you make the array circular.",3,5,4,2.11834585548425,1.05882352941176
"1471",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Utilizing indexes for the front and the back.  Front is 0 and as you add items the back index is incremented.",4,4,4,1.01786617030283,0.647058823529412
"1472",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Declare two variables, “front” and “rear”, to be used to denote which elements in the array can be accessed. Increment “rear” whenever data is enqueued to the end and increment “front” whenever data is dequeued.",5,4,4.5,1.12362334752414,1.29411764705882
"1473",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","It is an array of fixed size. A queue of maximum N elements.",1,4,2.5,3.63210472328992,0.411764705882353
"1474",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","make an array of a size, and add on to the front and delete from the back, keep track of the two so that you know when it is full and where to add or subtract from",4,4,4,1.30748507067395,0.823529411764706
"1475",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","By using the beginning of the array as the removal point of the queue (or beginning of the queue) and the ith element as the end of the queue.",3,4,3.5,2.12639930108517,0.705882352941177
"1476",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","add in data from the first element to the last, take out data from the first element to the last.",2,4,3,0.780016530435536,0.588235294117647
"1477",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","you can take the array and put it in a queue stack or you can just traverse the list and keep track of top and bottom",3,4,3.5,0.999958593867572,0.823529411764706
"1478",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","create a fixed array size, with with 2 integers to point to the beginning and the end of the que, and special cases to know when the que is empty or full.",4,4,4,1.53851693240793,0.941176470588235
"1479",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Keep track of the front and rear indexes. Either: 1)Dequeue items by shifting the array left 2)Use wrapped configuration",4,4,4,1.58519185379135,0.823529411764706
"1480",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","add items into a fixed size array, pull the items out by calling on them with the starting index, increase starting index so when it calls again its now the next index element in the array.",3,4,3.5,1.09651965036768,1.11764705882353
"1481",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","To use and array to implement a Queue, element or item 0, should be the top element in the array. Every time an element is inserted, all the items in the array are pushed back one space. The top element is always removed first.",2,4,3,1.37815977335129,1.47058823529412
"1482",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","fixed size array with max N elements.  Need to keep track of front and rear of array.",4,4,4,3.45245469345039,0.705882352941177
"1483",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","by keeping track of a front item and a rear item, or with a circular array that uses the modulo function",5,5,5,1.98699443329347,0.647058823529412
"1484",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Using an array for a queue, the size of the array allocated limits the size of the queue. An array based queue class must keep track of both the front and back of the queue, which may need to wrap around the array.",5,5,5,1.86882186837976,1.41176470588235
"1485",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","A pointer based implementation of a queue could use a linear linked list with two external pointers, one to the front and one to the back",0,4,2,1.30471812579389,0.882352941176471
"1486",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","remove the element then shift the elements one space back",2,4,3,0.844059939757167,0.411764705882353
"1487",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","By having the head pointer point to the first or least current data entered and having the tail point to the most current data entered. A method must be created so that the tail pointer doesn't leave the array.",5,5,5,0.953092720494395,1.23529411764706
"1488",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","an array is a type of queue with a fixed length",0,3,1.5,0.928836584894106,0.294117647058824
"1489",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","your storage class has an array, and you keep track of the index of the first and last item in the array, and wrap around when end of the array is full",5,5,5,1.77418035655686,0.882352941176471
"1490",9.3,"How can you implement a queue with an array?","Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","Boolean isFullQ(queue) ::= rear == MAX_QUEUE_SIZE-1",5,5,5,0.557783510348927,0.235294117647059
"1491",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","A list can have unlimited elements in it.  You can push a node onto the end of the list and pop the one in the front.",5,5,5,1.51550141372002,0.541666666666667
"1492",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","theoretically you could do it two ways one of which uses more processing power and memory no larger than the queue is ever at when full and the other which uses almost infinite memory. The more practical method would be two place the items in an array and remove the item in position one of the array after which you can shift the array and add another element if required. The other option which can use infinite memory when used for long term queues such as job scheduling that goes nonstop for extended periods. that is to implement an array and add the items read item one raise your counter value to two ecetera and continue adding more elements to the array. the downside to this method is after you use element one it is still in memory. or im crazy who knows",0,4,2,1.25521035269833,3.125
"1493",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","By implementing a list in which a tail pointer points to the item most recently inserted onto the back of the list and a head pointer which points to the item least recently inserted onto the list. Also, items can only be removed from the front of the list and can only be added to the back of the list.",5,5,5,2.25839054163918,1.25
"1494",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","You can use list to represent the items in a queue.",0,3,1.5,1.53063969405109,0.25
"1495",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Have a pointer to the last element in the list and then use enqueue to insert items there. Link the first and last elements together to dequeue the list.",3,4,3.5,2.23954310567127,0.625
"1496",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Enqueue to the end of the linked list... dequeue items from the beginning (head) of the list.",5,5,5,2.71574301805677,0.375
"1497",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","you use the first element in the list as the remove point for the queue and insert items at the end of the list.",5,5,5,2.29669522768653,0.458333333333333
"1498",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Utilizing a front pointer and a back pointer.  The front poiner and back pointer points to the first item into the queue.  As you add items, the front remains the same but the back poiner 'next' points to the new item and the new item is assigned to become the 'new' back pointer.",5,4,4.5,1.78392688064232,1.25
"1499",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Implement a linked list that only allows nodes to be added to the tail and can only be retrieved from the head.",5,4,4.5,1.84646968801697,0.416666666666667
"1500",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Check if list is empty and add elements to the list.",1,4,2.5,1.16179294594502,0.25
"1501",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","make a linked list and add on to the front and delete from the back, keep track of both to do so.",5,4,4.5,1.66100342387715,0.375
"1502",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","by making the head of the list the beginning of the queue and the last listed item the insertion point of the queue",5,4,4.5,2.10351150483337,0.458333333333333
"1503",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","throw in data at the head and take it out at the tail",4,5,4.5,0.950015423665594,0.208333333333333
"1504",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","You create a list of nodes that had a head and a top pointer, and the functions are basically the same substituting pop and push with enqueue and dequeue",2,4,3,1.49601031755666,0.541666666666667
"1505",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","fairly easy... singly linked list with a pointer to the head and tail of hte list.  deque first item in que, create temp pointer to next element, delete head, and then make head the temporary pointer.  enque new item, use pointer to end of list, add a new item to the next item of the tail, and make the tail the next item of the current tail.",5,4,4.5,2.38062823597034,1.83333333333333
"1506",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Use a linked list with 2 pointers, one to the front and one to the back. As long as back != front, the queue is not empty.",5,4,4.5,1.79444641054067,0.583333333333333
"1507",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","create a node with the input data, continue to add to the list.  when dequeueing - get the first elements data and set the next element in the list as the new first element",4,4,4,1.42916262126024,0.791666666666667
"1508",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","A linked list with Stack principles. The Queue's top element is the element that is always being removed first. Must use nodes to contain each element, with a pointer to the top element, which also could  be called the head pointer.",2,4,3,1.75985532496753,0.958333333333333
"1509",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","linked list checking for front and rear.  Keep enqueueing elements until front equal to rear -1.",3,4,3.5,2.20329523619062,0.5
"1510",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","a queue can be implemented in a list by keeping track of two pointers, a head and a tail",5,4,4.5,1.91813803442575,0.416666666666667
"1511",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","each element of a queue can be allocated in the nodes of an linked list. New elements should be added to the head of the list, with each dequeued element coming off the tail.",5,5,5,2.44863467202777,0.666666666666667
"1512",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Implement the operation dequeue() as the list operation remove(1) and the operation getFront(queueFront) as the list operation retrieve(1, queueFront)",3,5,4,1.2924721496499,0.5
"1513",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","remove the first element and reference the second element as the new head of the list.",3,4,3.5,1.43956206765202,0.375
"1514",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","By creating and adding nodes at the end of the list and removing the nodes from the beginning of the list.",5,5,5,1.9267520530403,0.375
"1515",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","you would have your list and add a back pointer so that your program knows where the end is",4,4,4,1.38422286288278,0.291666666666667
"1516",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","your queue storage class has a list, and for enqueue, you add the item to the end of the list, and for dequeue you return the first item in the list",4,5,4.5,1.98802420924541,0.583333333333333
"1517",9.4,"How can you implement a queue with a list?","Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","temp-&gt;next= NULL;       if (front)  { (rear) -&gt; next= temp;}       else front = temp;       rear = temp;   }",3,4,3.5,1.04822092377606,0.5
"1545",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A hierarchy of nodes that are sorted in a particular order.  Each node has a ancestor (except for the root) and children (except for the leaves).",3,5,4,0.799198452849226,0.857142857142857
"1546",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a finite set of one or more nodes with a specially designated node called the root and the remaining nodes are partitioned into disjoint sets where each of these sets is a tree.",5,5,5,2.51103350055025,1.21428571428571
"1547",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a finite set of one or more nodes such that: there is a specially designated node called the root.",4,5,4.5,2.28525837352266,0.714285714285714
"1548",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A connected, undirected graph without cycles.",4,5,4.5,0.120888100457693,0.357142857142857
"1549",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A data structure that contains a root, internal nodes and external nodes. Each node references another node by means of pointers (pass-by-reference). The root is the ""base"" of the tree, it has no parents. A ""leaf"" is a node at the end of the tree which points to NULL.",5,5,5,1.10056198256924,1.78571428571429
"1550",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a tree is a series of nodes where each node has links to other nodes.",1,5,3,1.03144661793096,0.428571428571429
"1551",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","an infinite set of nodes that have a root and descendants, and each addition is a leaf.",2,5,3.5,1.05724607342317,0.5
"1552",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A set of one or more nodes that are hierarchically organized, with one special “root” node.",3,5,4,1.50846911429742,0.642857142857143
"1553",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a finite set of one or more nodes such that there is a specially designated node called the root.",2,5,3.5,2.28525837352266,0.714285714285714
"1554",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","one or more nodes in a hierarchy starting with the root and branching off like a tree to subtrees",5,5,5,1.3351483158781,0.642857142857143
"1555",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a data structure where nodes are linked to each other in a hierarchical manner.",2,5,3.5,1.14079611999921,0.5
"1556",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a grouping of data in a parent to child structure",2,4,3,0.683915311459577,0.357142857142857
"1557",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","It is a list of numbers in a list made by comparing values of nodes already in the tree and adding to the appropriate spot. Its a list made up of nodes with left and right pointers.",1,5,3,0.805658628980628,1.28571428571429
"1558",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a branched data structure with nodes, and leaves... a special node called root has no parent node, but however like all other nodes can and does have 2 nodes that it links to, namely one on the right, and one on the left.",4,5,4.5,1.66065622147828,1.71428571428571
"1559",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","It organizes data in a nonlinear, hierarchical form, where items can have more than one successor.  Partitioned into a root node and subsets are general subtrees of the root. ",5,5,5,1.24693621768366,1.14285714285714
"1560",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a finite set of one or more nodes such that there is a specially designated node called the root. The remaining nodes are partitioned into n&gt;=0 disjoint sets T the n plus 1, where each element set is a tree.",5,5,5,5.47940225536682,1.64285714285714
"1561",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A finite set of nodes that starts with the root and terminates with leaves.",3,5,4,1.28982481070421,0.5
"1562",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a set of data arranged with pointers. each element can have many pointers, but no two pointers point to the same element",1,4,2.5,0.874084631753172,0.857142857142857
"1563",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A Tree is a data structure with one or more data nodes, each of which contains some data. Each node itself can have a number of attached child nodes, creating the branched structure Trees are named for.",4,5,4.5,1.30611367392537,1.35714285714286
"1564",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a finite collection of nodes, where it starts with an element called the root, which has children, and its children have children until you get to the leaves which are the last elements and have to children",4,5,4.5,1.48515914628112,1.07142857142857
"1565",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A nonlinear, two-dimensional data structure.",0,4,2,0.521232728020976,0.285714285714286
"1566",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a finite set of one or more nodes such that there is a root node and all other nodes are split into trees of lesser value than the root",3,5,4,1.66585908814809,0.857142857142857
"1567",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A finite number of nodes such that there is one root node, each node has a certain number of children nodes, and each child is also a tree",5,5,5,1.53374080307542,1
"1568",10.1,"What is a tree?","A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A type of data structure in which each element is attached to one or more elements directly beneath it.",3,5,4,0.822714809854035,0.642857142857143
"1569",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","Each level of a generation in the tree, some people do not count the root as a generation",4,4,4,1.60854983770291,1.4
"1570",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The height of a tree is in terms of the levels of its nodes such that, if  the tree is empty its height is 0 otherwise its height is equal to the maximum level of its nodes.",4,5,4.5,1.36384463861045,3
"1571",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The height of a tree is the number of nodes on the longest path from the root to a leaf.",5,5,5,3.3749663303804,1.6
"1572",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The number of nodes on the longest path from the root of the tree to a leaf.",5,5,5,3.41060643149729,1.4
"1573",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","Height = the number of times you must progress down the levels of a tree to reach a leaf of the greatest distance from the root.",5,5,5,1.80923947913734,2.4
"1574",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the height of a tree is the length from the root to the furthest leaf",5,5,5,2.41488715460567,1.2
"1575",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The height is the number of generations (levels) from the root.",4,5,4.5,2.23230390365954,1
